"","10345114","10345239","10427145","10435128","10435147","10443145","10522105","10523117","10527212","10543353","year"
"電腦應用概論(一B)",0.00161134742750572,0.0121536960641443,0.00143807568988478,-0.0392378528726989,0.0304903362395822,0.00260889272145429,0.00640801731744955,-0.0143521743791679,0.00600859462643605,-0.00553126250260071,1051
"建築設計 (一)",-0.00603256520889118,0.00849481592230131,0.00542171191414751,-0.00409283660771617,0.00449808221601585,-0.00012309423622441,-0.00181589904481458,0.00637461524081584,-0.0011239651851579,0.00299382252870033,1051
"建築概論",-0.00497809058158357,0.00598959482118329,0.00176370302248179,-0.0112775115591327,0.00791244200843306,0.00467338442681123,-0.000471197011408269,-0.000299399709211312,0.00142937430682259,-5.20731157743025e-05,1051
"建築數學",-0.00775353737562536,0.00901222860158415,0.00260425608702814,-0.00946372250157305,0.0065523141901383,0.000696757014559182,-0.00177858975873148,0.00477432910840381,0.00195531390107201,0.00347146255021479,1051
"建築基礎(一)",-0.00631281494670523,0.00993499564463976,0.00616385218160312,-0.00118413032813414,0.00307595208834559,-0.00388221109556204,-0.0021158750417042,0.00973643679307731,-0.000940578077237517,0.00540625951307322,1051
"文學經典閱讀",0.964509061406743,0.787961682098533,0.744879291097184,0.807158330901528,0.849380260573484,0.868876754605417,0.996304066835794,0.788265408989502,0.800563422130381,0.660021670380037,1051
"素描一B",-0.00736479477637656,-0.00661936009307923,-0.0457298164370848,0.186772059099569,0.611319212496232,0.00683103635072075,0.0111383546379932,0.000414618893924064,-0.0184429273539283,0.0343558043060521,1051
"英文(一)",0.950900822572128,0.854163860320946,0.767900687481455,0.90875097323642,0.937077773765369,0.80113738212709,0.68738199806854,0.790659907377549,0.771681451716798,0.652884502885166,1051
"英語聽講(一)",0.846462300642353,0.790135754305904,0.785614763494113,0.837120388167807,0.844030498622104,0.76747642350921,0.708065598995818,0.903788764658822,0.752990512486282,-0.0322151078827537,1051
"體育(男)一",0.0078144735133266,0.00196402673071285,0.843255752008547,0.850923751144653,0.0153873321055958,0.864890603142659,-0.0115293712951047,0.768764980840314,0.875347887835643,0.00140727030046104,1051
"環境服務學習（一）",0.869640205158448,0.868248243183611,0.834068757227965,0.889843960018475,0.848167560556435,0.886782614219456,0.809074344772279,0.853816591989573,0.804685244167821,0.687726928284806,1051
"基礎設計(一A)",0.0035263512275289,0.00260604562041349,0.00780643125357929,0.0103076729704336,-0.00569447114121419,0.00222879693775278,0.0036195771661118,0.00639234762743303,0.00113989654773119,-0.00122512776658902,1051
"電腦應用概論(B)",0.00405535197649641,0.00191913817076222,0.0072365568426832,0.0100593852851627,-0.00551139785141834,0.00207263510131997,0.00307113439890536,0.00568970747540114,0.00045168087784833,-0.000894377833417556,1051
"設計繪畫(一A)",-0.00605398120817363,0.00839105952930632,0.00504193506773925,0.000416732362329257,0.00144214007770851,0.00244116711378693,0.00639187090364144,0.0071241726065742,0.00888198839254424,-0.00195962530442514,1051
"色彩學一B",0.00382057668658489,0.00220881702771934,0.00745963172830689,0.0101367668948529,-0.00556881136208226,0.00213597588650414,0.00329820952357365,0.00597419507363293,0.000746349424219122,-0.00102918253294565,1051
"字法一A",-0.00684294425168542,0.00921064057469893,0.00548901117432969,0.000344089509229524,0.00149088748773254,0.00259353944992848,0.00698939263368735,0.00780287449815156,0.00976304325392678,-0.00229111404878801,1051
"商業設計史(一)",-0.00147461337820037,0.00303859714137136,0.00668316666555706,-0.0015135173211084,0.00308358999300871,0.0064747335924368,0.00246532684473683,0.0111380373375219,0.000200085598486686,0.0031061165572507,1051
"基礎攝影",-0.0110703166169328,0.010782675701643,0.00477884974995331,-0.012161641098163,0.0118022806687667,0.00554784874698968,0.00818986020990463,0.00847979589006742,0.00859127631996364,-0.00682133543220104,1051
"圖學(一)",0.00127100817009561,0.0116395428537162,0.0145647555937692,0.766065447097501,0.493949069639633,0.00183116736320302,0.000997330756718009,0.00849068135110323,0.00524156275335756,-0.00768285292010836,1051
"素描一A",-0.00611647948062193,0.0281645012157694,0.0524854403453599,0.740637344888071,0.111857955671516,-0.00319764938865581,-0.0075841527368465,0.0108168653020874,0.0256074345359483,-0.0402198536673648,1051
"景觀設計(一)",-0.000650079300713552,0.0109882443832297,-0.000417072846292898,0.764581553595239,0.580613600208437,0.00219418869795455,-0.00400111503139949,0.00652644485329194,0.00291728485537379,0.00227721578173686,1051
"環境體驗(一)",-0.00628161532082642,0.0102278672928986,-0.00320937288981343,0.890777372926286,0.759616445417129,0.00358399868098407,0.00270612065733526,0.00800053415377904,0.00532646580011679,0.00102592883478572,1051
"台灣本土植物",-0.00493291449677307,0.00952671292381506,-0.00350347269661556,0.947268227728826,0.855326613781555,0.00315322009341182,0.00110677180724667,0.00504539804591757,0.000837595881817227,0.00603102114046594,1051
"景觀學概論(一)",-0.00457835941770619,0.0119395242946058,-0.00574688383510451,0.868704930563481,0.789460854645077,0.00393171831395348,0.000413557328778603,0.00631829259705082,0.00404142865900931,0.00410665087354294,1051
"結構與造形",-0.00129670739572816,-5.91922961261989e-05,-0.00691984790267173,0.00259268898391355,-0.00612786438775558,-0.00205446596774815,0.000235075385274442,0.00223861755763652,0.00322775287156621,-0.00609577874293253,1051
"結構與造形實習",-0.00129670739572169,-5.91922961295734e-05,-0.00691984790264767,0.00259268898393275,-0.00612786438775116,-0.00205446596774166,0.000235075385305535,0.00223861755773911,0.00322775287158686,-0.00609577874292003,1051
